#,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, kind='rlz-003', investigation_time=1.0, imt='SA(0.2)'"
lon,lat,depth,poe-0.0000000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000
5.73000,45.19000,0.00000,4.304366E-01,3.255560E-01,1.852382E-01,1.243634E-01,9.127509E-02,6.468145E-02,4.446292E-02,2.962563E-02,1.928545E-02,1.236976E-02,7.804160E-03,4.880115E-03,3.034974E-03,1.837556E-03,1.097674E-03,6.371359E-04,3.563345E-04,1.895625E-04,9.554953E-05,4.501460E-05,1.974848E-05,7.845849E-06
