#,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, kind='rlz-001', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0005000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000
5.73000,45.19000,0.00000,2.664757E-01,1.896155E-01,8.828389E-02,5.626285E-02,4.049597E-02,2.844118E-02,1.954209E-02,1.308819E-02,8.574665E-03,5.511496E-03,3.451516E-03,2.114717E-03,1.271368E-03,7.350424E-04,4.174496E-04,2.309222E-04,1.243181E-04,6.464161E-05,3.247487E-05,1.557770E-05,7.140789E-06,3.003803E-06
