#,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, kind='mean', investigation_time=1.0, imt='SA(0.1)'"
lon,lat,depth,poe-0.0000000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000
5.73000,45.19000,0.00000,4.178057E-01,2.852538E-01,1.686565E-01,1.213380E-01,9.529530E-02,7.358985E-02,5.605195E-02,4.201555E-02,3.106472E-02,2.267767E-02,1.623382E-02,1.139821E-02,7.840266E-03,5.182508E-03,3.328875E-03,2.055561E-03,1.214835E-03,6.809959E-04,3.623260E-04,1.816445E-04,8.671376E-05,3.851501E-05
