#,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, kind='rlz-001', investigation_time=1.0, imt='SA(0.3)'"
lon,lat,depth,poe-0.0000000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000
5.73000,45.19000,0.00000,4.304366E-01,2.996053E-01,1.732246E-01,1.209908E-01,9.197983E-02,6.783119E-02,4.859093E-02,3.367823E-02,2.265316E-02,1.483541E-02,9.403586E-03,5.801701E-03,3.503137E-03,2.034681E-03,1.163690E-03,6.509416E-04,3.561957E-04,1.895559E-04,9.838012E-05,4.933239E-05,2.403935E-05,1.101482E-05
