#,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0005000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000
5.73000,45.19000,0.00000,3.021727E-01,2.243824E-01,1.110149E-01,7.369169E-02,5.492249E-02,4.021997E-02,2.900260E-02,2.051144E-02,1.424816E-02,9.718200E-03,6.443070E-03,4.147111E-03,2.586133E-03,1.525523E-03,8.648305E-04,4.658211E-04,2.375963E-04,1.137067E-04,5.115290E-05,2.146631E-05,8.541944E-06,3.110933E-06
